Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made
Control,,203.4354134,243.9379059,83.88990227,71.10870097,Yes
Control,High Value,195.8725953,242.8248645,83.49852504,83.47679271,No
Treatment,High Value,163.5209777,252.5932435,86.30123954,100,Yes
Control,Medium Value,172.3340995,201.1939884,63.96420847,82.60487232,No
Control,,119.752372,143.0363869,75.90085945,100,No
,,194.8024127,303.258702,51.99626437,61.11172184,No
Treatment,Low Value,,301.6984264,61.17881908,,Yes
,High Value,195.0682893,243.289772,78.21380364,100,No
Treatment,,217.6734286,337.3221917,79.87966399,99.59270691,Yes
Treatment,Medium Value,188.1084939,304.9477646,62.74229598,63.07592395,
Treatment,Medium Value,257.5596478,411.6161288,68.49285921,75.13391941,No
Treatment,High Value,125.4181355,210.2168303,100,,
Control,High Value,203.9638072,246.670882,95.37962447,,No
Control,Low Value,,261.4182344,54.87221625,61.67651374,Yes
Control,,253.1476392,305.9484054,73.97253369,82.53867971,No
Treatment,Low Value,204.1836229,329.644461,,,No
Treatment,Low Value,122.1486939,207.2449672,44.92708977,53.69697004,No
Treatment,Medium Value,96.85122881,165.9020022,,76.81282574,Yes
Treatment,High Value,183.1406711,290.4038367,91.06553597,100,Yes
Treatment,High Value,206.4764783,318.0877471,56.95343424,,Yes
Treatment,Low Value,197.9215632,306.5635577,53.29661594,65.06849091,No
Treatment,Low Value,106.5520167,163.7949999,44.38659638,47.89225368,Yes
Control,Low Value,195.6650331,234.6025377,51.82816139,63.94953587,No
,,42.02982645,53.84427617,,,
,Medium Value,144.9693682,236.4849792,58.84241391,48.6228225,Yes
Treatment,Low Value,190.7653607,307.8689887,51.27926702,57.54509592,
Treatment,Low Value,103.0300554,172.3083771,48.88704343,44.49594655,Yes
Control,High Value,142.1649919,181.0819546,,100,Yes
Control,High Value,170.6754474,208.3795687,80.89459964,99.02245836,No
,High Value,206.9309586,,87.58322944,100,No
Treatment,,,201.2826707,76.52069695,,No
Control,Medium Value,186.5327747,229.7042951,76.54764185,75.66582308,No
Control,,173.0212681,210.4888832,75.690058,90.57501654,Yes
Control,High Value,262.0677396,318.7285227,82.69297601,98.09622374,Yes
Control,Low Value,141.0940176,171.0076013,63.25515879,63.06079044,No
Treatment,Low Value,173.9960388,263.337009,53.13080971,57.68092739,No
Control,Medium Value,177.8643797,215.782811,77.23695152,,
Control,Medium Value,,202.5976744,88.84268831,98.83058396,Yes
Treatment,Low Value,,317.4475055,51.02325406,53.11210972,No
Control,,,,94.92331776,100,Yes
Control,Low Value,,162.7781742,59.32569937,61.29921873,
Control,Medium Value,194.4123847,234.2164578,53.70457549,57.88502375,Yes
,Medium Value,137.1659727,206.3791165,72.04164413,,
Control,,201.3211665,248.9332818,63.8360204,66.84463571,Yes
Treatment,Low Value,176.0981487,272.9885096,,30.22271151,No
,Low Value,141.8221943,228.5954866,50.82562844,59.82285629,Yes
Control,Medium Value,,240.0168875,68.96739693,72.0826366,No
Control,High Value,,272.1510809,84.44294669,100,No
Control,,209.3205961,256.28239,49.82735863,46.76928084,Yes
Control,Medium Value,198.2306069,252.9867034,56.60569469,58.96780605,Yes
Treatment,,228.0696577,358.1929099,71.99354098,74.20982803,Yes
Control,Medium Value,268.8982812,333.3327326,61.03356524,53.55655238,Yes
Control,Low Value,120.1704972,149.2753347,,53.94212433,Yes
,,216.8958503,265.563735,36.70549095,30.8406361,Yes
Treatment,,145.625986,232.0933844,66.97897757,81.07709051,No
Control,Medium Value,143.623561,182.0710766,82.92671784,98.53187279,No
Control,Low Value,168.6325357,205.0906587,51.84310443,,Yes
,,151.3521716,246.0980142,76.29710698,,Yes
,Medium Value,,230.0935498,59.55855969,76.40875933,No
Control,High Value,193.3776801,243.3062084,59.83312841,95.50422037,Yes
Control,Low Value,147.348789,183.5338611,47.01854732,,No
,Low Value,129.7699069,163.5176072,36.83578625,,No
Control,,121.8914839,150.4509152,61.2241917,65.58782995,No
Control,Medium Value,261.4287564,315.1085704,79.4293913,,Yes
Treatment,High Value,132.8430754,215.8496951,,,No
Treatment,,190.9620743,306.5975901,100,100,Yes
Control,High Value,259.1726818,317.6642772,92.7999514,94.96572893,Yes
Control,High Value,238.503233,298.1280149,,100,
Treatment,High Value,209.8409228,333.3701157,83.58598616,82.54623325,No
Control,High Value,154.9448763,181.2002913,67.72463992,71.02026023,No
Control,Medium Value,,243.7668889,58.12963071,62.76084785,No
Control,,129.4208085,160.9745203,100,100,Yes
Control,Medium Value,160.6110612,203.0362996,70.3445117,64.4653216,No
Control,,162.8011551,198.0743655,,68.14878086,No
Treatment,Low Value,158.6121737,265.6001125,56.58362492,56.39859322,No
Control,Medium Value,140.6794821,173.8231792,52.08640158,73.11061921,No
Control,Medium Value,89.05914591,125.6263549,71.22835579,67.34819152,No
Control,High Value,273.7318944,332.2975444,81.02014034,76.71469443,Yes
Treatment,Medium Value,235.1377185,384.6357138,75.26436518,84.96856857,Yes
Treatment,High Value,249.0660724,390.6774545,,86.5326606,Yes
Treatment,High Value,222.7449139,362.6142448,93.98690957,100,Yes
,High Value,220.4966685,354.9486585,64.63102431,88.74864605,Yes
Control,Low Value,140.586984,174.2840807,52.92199886,,No
Treatment,High Value,161.9770139,261.5115996,,97.84716553,Yes
Control,Medium Value,260.8667154,325.8079412,73.13631013,56.62738663,
Control,High Value,292.6738412,354.5348559,81.10821024,92.23458655,No
Treatment,High Value,190.5882413,304.1494856,74.91354164,,No
Treatment,High Value,188.9549437,324.6089762,83.60488456,100,No
Treatment,Low Value,194.2053525,311.6683778,61.56970344,46.9679967,Yes
Treatment,Medium Value,180.6428629,296.9858294,61.15659758,,
Treatment,Low Value,173.333208,273.4481348,52.26957603,46.68810656,No
Control,Medium Value,,219.659229,60.69075819,66.02497197,Yes
Treatment,Low Value,,182.7497545,38.13711521,40.43592494,No
Treatment,Medium Value,,258.6634121,70.33251026,70.7949701,No
Treatment,Low Value,161.0312783,254.585601,,76,No
Control,High Value,,63.20383074,68.6639694,90.16763386,Yes
,Low Value,169.225674,255.9545363,59.19622374,,No
Control,Low Value,268.1103631,314.7051236,33.90044275,29.03885149,No
,High Value,176.282975,283.8543492,,84.46726442,Yes
Treatment,,198.3638587,305.8762594,,83.48362173,Yes
Control,Medium Value,131.9443908,151.7301589,72.96445062,79.20901701,Yes
Treatment,Medium Value,119.7479854,,61.95385015,60.43076184,No
Control,Medium Value,168.055832,193.9883329,61.59219212,80.51698067,No
Control,Low Value,190.4543241,228.7874392,42.72641746,51.64401661,Yes
Control,Medium Value,167.6530351,201.1486187,46.59486278,63.41863837,No
Treatment,Low Value,143.2952241,231.8583287,49.42243587,54.90909174,Yes
Treatment,Low Value,182.9634085,291.2680183,46.50934294,45.10236059,No
Treatment,Medium Value,,305.9456264,63.30808733,83.33954099,
Control,Medium Value,192.3291134,238.838395,63.61703895,78.27625225,
Treatment,Low Value,209.5857017,322.7188753,,,Yes
Control,High Value,260.6686612,313.9778393,85.90169473,100,No
Treatment,,279.1854646,434.3246707,,85.65140993,No
,Low Value,107.598622,132.3905024,,66.02890981,No
Control,Medium Value,230.9078165,268.3816753,91.52037969,96.25251262,Yes
Control,Low Value,236.007399,299.410374,52.85682698,52.977685,No
Treatment,Low Value,,147.3967631,61.31805323,,No
Control,,173.1692342,214.1672223,70.61651643,,Yes
Control,High Value,166.9670638,191.0273222,91.08430822,100,No
Control,Low Value,163.6784251,201.2240098,49.52899041,44.53314495,Yes
Control,,252.6174783,306.0208225,84.09920372,83.55656475,Yes
Control,High Value,,158.8014561,74.79970835,72.24736114,No
,Medium Value,192.8018746,233.5795792,81.99401483,71.05994804,Yes
,,136.8241022,215.5724376,58.79539554,69.95304725,Yes
Treatment,Low Value,219.6897493,346.9834458,53.68017705,70.99440705,No
,High Value,223.0433771,281.3878305,74.04774192,55.87558486,Yes
Treatment,High Value,197.4813782,299.9679995,84.60447847,96.23340816,No
Treatment,Medium Value,139.204339,208.4529439,77.17599713,71.89262261,No
Control,,344.9950728,403.219374,100,100,Yes
Control,Medium Value,,243.9920344,66.95004616,88.24533904,Yes
,Low Value,93.36606635,120.949033,61.33831532,72.17041644,Yes
Treatment,Medium Value,144.2879574,220.6389963,70.36350665,65.28316057,No
Control,High Value,233.4979578,274.9784057,100,98.91692603,Yes
Treatment,Low Value,129.1324022,212.9932981,35.57254353,,No
Control,Medium Value,152.2322181,177.7932507,61.13488205,71.81069976,No
Treatment,Low Value,206.8080088,325.2252188,53.38587238,,No
Control,Medium Value,221.3884697,266.2773778,70.24902619,64.76983593,No
Control,High Value,156.6909269,,89.74520612,95.70543033,Yes
Treatment,,258.6131396,407.6881834,,92.86340084,Yes
Treatment,Low Value,123.8528212,207.0189326,,42.38369504,No
Treatment,Low Value,245.9158873,391.5958065,38.10807272,42.45256486,No
Treatment,Low Value,185.7450732,291.0283602,53.84245419,,No
Treatment,,192.8676309,301.4322064,56.6937256,53.1420131,Yes
Treatment,High Value,181.7968395,289.9840659,80.26378471,100,Yes
Control,Low Value,129.6596723,159.6608567,57.83373607,64.44919195,Yes
Treatment,Low Value,53.94851055,85.1905036,50.40522237,67.30375295,Yes
Control,Low Value,149.1476033,185.6420506,48.05204125,45.09147664,
Control,Medium Value,184.6874195,225.8343027,,60.11346836,No
Treatment,Low Value,82.15597161,,62.8921045,64.42145249,Yes
Control,Low Value,200.2490511,241.8897296,57.73197754,53.90137535,Yes
Treatment,Medium Value,172.4654923,278.2785415,64.5897336,,Yes
Treatment,Medium Value,242.8254318,375.5390569,56.92052905,51.67806266,Yes
Control,Low Value,132.2278823,,46.96548705,61.04796935,Yes
Control,Low Value,213.1138852,252.2541552,42.92975502,43.06659171,Yes
Treatment,Medium Value,157.8804789,248.5835288,64.3636608,,
Treatment,High Value,189.4684506,,100,,No
Control,Medium Value,191.2909265,226.7082688,78.73309138,83.38849348,Yes
,High Value,193.1952165,236.2052287,99.58960614,100,
Control,Low Value,187.1752286,228.2317079,41.76649849,42.20997038,
Control,Low Value,75.31764378,99.09074749,44.390046,51.43612056,
Treatment,,182.7681417,298.675878,95.60826526,100,Yes
Treatment,Medium Value,175.4271485,262.8802246,73.29694354,71.1128721,Yes
Treatment,Low Value,75.04235233,123.7862516,47.76678288,39.4483005,No
Treatment,High Value,242.6337354,366.9067826,93.99491158,,Yes
Control,Medium Value,131.6198179,165.4104912,73.21691273,78.85539404,No
Control,High Value,241.2979144,297.6322241,66.7806004,46.76579615,Yes
Treatment,,188.4915791,291.2054546,46.54598952,50.49052884,No
Treatment,Medium Value,144.5403871,233.3347983,66.09082161,74.2275913,Yes
,Medium Value,228.1938746,352.8988741,46.94379253,39.53384847,No
Treatment,Medium Value,203.8462203,316.8969556,79.51883294,80.33591218,Yes
Treatment,,199.8853636,318.1985497,91.46265652,100,Yes
Treatment,High Value,,436.3290497,82.70842822,,Yes
Treatment,High Value,184.722377,300.3563944,69.07605914,80.91829977,Yes
Treatment,High Value,249.5846334,388.1486519,73.90312267,80.71143707,Yes
Treatment,High Value,177.8692712,287.5522823,49.47700254,53.76302483,Yes
Control,Medium Value,272.1860013,323.0428862,,99.78044589,No
,Low Value,211.051154,318.7464462,53.96151611,62.63711913,No
Control,Low Value,185.2554097,216.4101501,51.81317614,,No
Control,High Value,63.42774495,73.79279581,100,100,Yes
Treatment,High Value,225.0068049,362.4316236,73.09291477,100,No
Treatment,Low Value,108.6030104,177.9904506,49.57480958,55.1550515,Yes
Control,Medium Value,189.944828,230.546117,62.07390899,47.55058476,No
Control,,268.7167512,312.7003892,100,100,Yes
Treatment,Medium Value,217.0027581,358.2167925,67.10509086,69.84057395,No
Control,Low Value,204.0596613,240.0220572,,,No
Treatment,Low Value,142.2644418,229.1371825,64.79510789,73.92144865,No
Treatment,High Value,110.7271758,174.8189994,99.30274489,90.92455535,
Treatment,Medium Value,138.7441599,224.8025312,51.68582271,58.23785956,Yes
Control,High Value,182.9979292,232.8733136,83.14172563,,Yes
Control,Low Value,166.1625793,203.9968413,52.39443542,68.98909278,No
,Medium Value,,387.7275099,68.79234586,71.97782091,Yes
Control,High Value,243.3586236,317.1428132,88.37158717,100,Yes
,High Value,320.9677814,396.3730883,74.33713316,79.3865312,
,High Value,142.4578728,164.3086958,100,100,No
Control,Low Value,213.6049478,244.697602,54.22596717,57.46845926,Yes
Control,High Value,250.4490901,308.492869,94.18380984,76.11779278,Yes
Control,,175.9912753,212.3029492,81.08628864,99.16151969,
Control,High Value,,199.1400837,90.06866662,100,No
,Low Value,130.6675345,190.1798201,49.50446705,53.82340299,No
Control,High Value,164.5690474,209.7070706,82.09914349,79.10626205,No
Control,Low Value,236.7965883,287.1567102,49.86612822,46.49786403,Yes
Control,Low Value,195.5662203,,,,
Control,Medium Value,223.4431468,272.0674832,49.40480834,52.80328614,Yes
Control,Medium Value,185.2848038,229.5828312,59.78057218,70.90659501,No
Control,High Value,,243.7704363,71.23203253,83.05214809,No
Control,Low Value,176.5553927,212.9131397,36.53312925,33.89772729,
Control,Low Value,161.7492516,199.2765968,51.55116535,,Yes
Treatment,Medium Value,176.7863401,278.4635286,69.64588969,,Yes
Control,Medium Value,188.2355134,226.2059372,,60.82534548,No
,High Value,139.1303106,173.8007772,83.84175469,94.8421871,
Control,,203.8462203,243.7668889,,49.55899806,Yes
Control,Medium Value,,220.8088425,65.30686841,79.06585457,No
Treatment,High Value,,248.1663134,85.17589295,,Yes
Treatment,Low Value,188.7927673,299.2045133,49.53331267,,No
Treatment,Low Value,242.3321385,381.2954688,56.47450622,60.45036347,No
,Medium Value,240.3404761,362.1692548,67.51915646,76.40998912,Yes
Treatment,High Value,176.5577281,270.3058718,,63.53255185,No
Treatment,Medium Value,215.0206431,320.1233839,62.8893372,,Yes
Treatment,High Value,237.6974014,377.3476747,76.12850694,79.88228196,No
Treatment,Low Value,,,56.09827334,61.07179363,No
Treatment,High Value,191.5230436,301.586898,92.26979859,100,No
Treatment,High Value,220.2144121,360.8578795,85.20836801,92.87040613,Yes
Treatment,High Value,346.3589596,545.9562762,94.65417037,93.42078292,
Treatment,,205.3271313,328.512701,,,Yes
Treatment,High Value,118.4496766,186.17653,88.29044132,93.3594866,No
Treatment,,127.345911,197.9268126,62.82575021,72.30315164,Yes
Treatment,High Value,188.9845766,287.8501601,100,100,Yes
Treatment,,130.936664,216.2302121,87.89042127,92.89924352,Yes
Control,Low Value,154.2993477,197.2342351,55.16952534,51.16790129,Yes
,High Value,319.6123394,514.5046854,85.39792353,92.56821551,Yes
Control,Low Value,140.9010491,166.0684083,,51.11893283,Yes
Treatment,,131.1180934,219.6860776,71.58118353,64.42061273,Yes
Treatment,Medium Value,160.1912873,253.7297365,,46.26452667,No
Control,High Value,190.6011084,242.9853176,89.89729971,78.93474117,Yes
Treatment,Medium Value,,214.0122063,61.39345596,,Yes
Control,High Value,,156.6989723,,100,Yes
Control,Medium Value,256.7507212,314.1271714,61.28097461,,No
Control,High Value,222.4154592,259.7945517,,100,Yes
Treatment,High Value,171.5805453,262.2064308,,68.99601415,
Treatment,Low Value,112.7940084,176.0667402,,36.52288018,No
Treatment,Low Value,136.3639297,214.7136832,47.29079635,49.5958005,Yes
,Low Value,98.85488709,122.8118573,44.87079681,,Yes
Control,,134.3070897,162.1531522,45.7284274,47.04862266,No
Treatment,High Value,317.6946726,496.787027,69.56113085,84.65559463,Yes
Treatment,Medium Value,190.6107812,312.3525332,63.97931675,63.15345007,
Treatment,,159.7569677,266.6994227,,92.17967393,Yes
Treatment,Low Value,197.0446682,316.3331791,44.61591873,53.34007047,Yes
Treatment,Low Value,118.9862214,185.0130607,52.42777954,44.76265083,No
,Medium Value,157.5381719,195.5449695,71.7667314,82.67273874,Yes
Control,Low Value,79.55894084,106.0767637,,54.81466094,No
Control,,272.6988319,329.8979817,70.04809616,74.52820733,Yes
Treatment,High Value,,329.9516952,64.18189952,87.17651844,No
Control,High Value,157.9103168,206.8742241,94.81685154,,Yes
Control,High Value,240.4900963,299.4916823,100,91.74003013,No
Control,High Value,138.0234716,174.1286356,100,100,No
Control,Medium Value,125.9301714,157.1681237,,68.7884534,Yes
Control,High Value,177.921304,222.099286,90.00889918,,Yes
Treatment,Low Value,108.945105,177.5466442,50.22779812,43.85499231,No
Control,Low Value,128.1181117,150.5106572,49.60359842,45.72653514,Yes
Treatment,,,252.2830497,45.97536756,47.18880899,Yes
Treatment,Low Value,159.2983661,253.7060557,44.18088253,50.06665699,Yes
Treatment,Medium Value,115.9701569,205.4514486,50.26274292,46.75046143,Yes
,Low Value,153.6351076,264.1146902,57.5499826,53.83488428,No
Treatment,Medium Value,210.8971499,332.0895157,74.86398841,,
,Low Value,88.05821284,110.3246371,72.18301004,27.33792527,Yes
Control,,152.987472,,80.70042898,81.47764118,No
Treatment,,165.0146525,254.9077409,89.31947117,86.61270393,Yes
Treatment,Medium Value,,280.6347198,51.42179599,69.71221055,No
Treatment,,,160.5400661,56.69444784,40.17659968,Yes
Control,,,178.6848022,,76.79857962,Yes
Treatment,High Value,237.191745,365.7976827,100,100,No
Control,High Value,259.2362348,295.3172149,77.87723905,56.44594852,No
Treatment,Low Value,176.130254,270.9474681,59.87450456,50.18318039,
Control,High Value,49.78371496,69.74533359,96.0728254,84.34157992,Yes
Treatment,High Value,157.7982977,264.4180697,99.94603416,92.69335655,Yes
Control,High Value,227.5134774,264.0091917,75.90032247,96.49487018,Yes
